date,name,age,city,state,description,link
2013-01-21,unnamed male,,Addis,Louisiana,Officers responded to a report of robbery in progress at a store. The suspect took a customer hostage at gunpoint and stole a police cruiser. The suspect crashed the cruiser at a police roadblock. As officers approached the vehicle the suspect threatened to kill the hostage and himself. An officer fired three times killing the suspect. [19],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_January_2013
2013-01-22,Walters Kathryn,46,Boulder City,Nevada,Both killed during a domestic dispute incident by their husband/father who was a Las Vegas Police Lieutenant. Subject then set fire to the house called 911 and waited for officers to arrive after which he stepped inside and shot himself. [17],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_January_2013
2013-01-22,Walters Maximillian,5,Boulder City,Nevada,Both killed during a domestic dispute incident by their husband/father who was a Las Vegas Police Lieutenant. Subject then set fire to the house called 911 and waited for officers to arrive after which he stepped inside and shot himself. [17],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_January_2014
2013-01-22,Bondo Craig,20,Woodland,Colorado,Officers pulled over a suspected stolen vehicle. When the officers attempted to detain the suspect he drove away hitting one of the officers with the vehicle. An officer opened fire on the vehicle fatally wounding the suspect. A witness reports hearing five shots and that the back window of the vehicle was shattered. [18],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_January_2013
2013-01-24,Grassley Jabob,,Kalamazoo,Michigan,Grassley was killed when Sergeant Sean Gordon shot him twice in the back at a Best Western hotel. Police had lodged his girlfriend and daughter there after a domestic abuse complaint but the girlfriend told him where they were. Grassley had a handgun in the car but was not armed when Gordon shot him. This shooting was ruled justified on May 24 2013. [14] [15],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_January_2013
2013-01-24,Hatcher Jordan,22,Grand Prairie,Texas,Grand Prairie police responded to a felony theft call around 3:50 p.m. at the Target at Camp Wisdom Road and State Highway 360 police said. One of the suspects fled on foot and crossed city lines into Arlington according to Arlington police spokesman Sgt. Christopher Cook. During the chase the man ran across a freeway and into a parking lot at the Tarrant County College Southeast Campus. The man got into a physical altercation with police that ended when a Grand Prairie officer shot him Cook said. [16],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_January_2013
2013-01-25,Combs Douglas,16,Vancouver,Washington,Authorities with Vancouver Police and Clark County Sheriff's Office were investigating a home invasion shooting that injured one and two armed robberies from earlier that day when they confronted Douglas E. Combs and another 16-year-old near East 19th Street and E Street in Vancouver. Officers believe Combs is the primary suspect in the three crimes. After attempting contact with the two 16-year-olds police say an officer shot Combs. Officers said Combs had been armed at the time of the shooting and was pronounced dead at the scene. [10],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_January_2013
2013-01-25,Unnamed Male,,Baltimore,Maryland,Authorities said two officers who are part of a gun and drug enforcement group in that area approached a group of people. One of those men started walking in the opposite direction and when one of the officers tried to approach him the man turned and started shooting at the officer police said. Investigators said the officer chased the man on foot for six blocks while the man continued to fire shots at the officer. Officials said the officer eventually returned fire and shot the man who later died at a hospital. [11],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_January_2013
2013-01-25,Davis Willie Jr,23,Tucson,Arizona,An officer responded to a report of an armed robbery. A suspect matching the description was chased in a vehicle until the suspect crashed. An altercation ensued during which the officer fatally shot the suspect. [12] [13],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_January_2013
2013-01-27,Anderson James D,32,Seattle,Washington,Subject was ejected from a club after which he returned and shot two people including his girlfriend. When responding officers contacted him as he was leaving shots were exchanged and subject was killed. [7] [8],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_January_2013
2013-01-27,Culpepper Brandon,30,Homewood,Illinois,Police were called to an apartment building for a disturbance. On arrival there was a confrontation with the subject who was shot by officers. [9],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_January_2013
2013-01-28,Muhammad Ishmael,29,Harrisburg,Pennsylvania,Officers responded to a report that Muhammed had assaulted his girlfriend. He barricaded himself inside the apartment and using a machete kept a 2-year-old and a disabled 26-year-old as hostages. Officials report that Muhammad “was obviously under the influence of some drugs.” After a standoff of a few hours he was fatally shot twice when his waving of the machete prompted officers to fear for the lives of the hostages. [3],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_January_2013
2013-01-28,Schroeder Thomas E,50,Craig,Missouri,Missouri Highway Patrol Trooper stopped a vehicle on I-29 for speed. After noticing an odor of alcohol Trooper began asking about DUI and the driver tried to flee. During a struggle subject was pepper sprayed and when not subdued and still struggling he was shot fatally. [4] [5],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_January_2013
2013-01-28,Harris Anthony,38,Jacksonville,Florida,Responding to a call for a domestic dispute officers encountered the subject who tried to take one officer's weapon. During the struggle he was killed by the second officer. [6],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_January_2013
2013-01-29,unnamed male,,Fort Worth,Texas,Officers responded to a police report that a fugitive was behind a building they happened to be at. Upon discovering the suspect he opened fire wounding an officer. The officers returned fire fatally wounding the suspect. [2],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_January_2013
2013-01-30,Morales Ronette,30,Denver,Colorado,Two plain clothes officers attempted to arrest Morales for charges of burglary assault and harassment. Morales shot one officer in the hand and was subsequently fatally shot. [1],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_January_2013
2013-02-04,Dykes Jimmy Lee,65,Midland City,Alabama,Six days earlier subject killed a school bus driver and abducted a 5-year-old boy then took refuge in an underground bunker on his property. After negotiations broke down FBI SWAT team raided the bunker killing the subject. [19],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_February_2013
2013-02-05,Dorfman Jacob,52,Spokane,Washington,An eyewitness claimed he saw a shirtless man pacing in the street and screaming for help before firing one shot from a handgun. After a short car chase officers shot and killed Mr. Dorfman. [18],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_February_2013
2013-02-08,Torres Robert Antonio,33,Las Vegas,Nevada,Torres was killed during an exchange of gunfire with Metro officer Joseph Parra and Detective Scott Thomas in an apartment parking lot. Two bystanders were hit by gunfire; one was hospitalized and in critical condition. [17],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_February_2013
2013-02-19,John Parker,,Jacksonville,Florida,In a car being chased by police the police fired killing him. [15],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_February_2013
2013-02-19,Kayla,,Berkeley,California,After being handcuffed... Moore “continued to scream and kick” so the other officers used the ankle strap of a WRAP device to secure his ankles. “Moore continued resisting for a short period of time before appearing to calm down... Once he calmed we rolled him onto his side and Officer Brown confirmed that he was breathing and had a pulse.” About a minute later Brown said that Moore was no longer breathing and no longer had a pulse. [16],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_February_2013
